timestamp,power_usage,solar_output,battery_level,site,temperature_c
2026-05-29 03:57:44,1.47,0.0,56,Site-B,27.3
2026-05-29 04:12:44,1.84,0.0,56,Site-A,20.3
2026-05-29 04:27:44,2.12,0.0,59,Site-A,26.6
2026-05-29 04:42:44,1.41,0.0,59,Site-C,33.4
2026-05-29 04:57:44,1.94,0.0,56,Site-A,21.7
2026-05-29 05:12:44,2.23,0.0,55,Site-C,22.7
2026-05-29 05:27:44,2.2,0.0,53,Site-A,27.6
2026-05-29 05:42:44,2.29,0.0,55,Site-B,21.1
2026-05-29 05:57:44,2.02,0.0,54,Site-C,22.8
2026-05-29 06:12:44,3.06,0.0,53,Site-B,28.3
2026-05-29 06:27:44,2.82,0.0,55,Site-A,33.3
2026-05-29 06:42:44,2.73,0.49,58,Site-B,29.7
2026-05-29 06:57:44,2.87,0.02,57,Site-B,22.5
2026-05-29 07:12:44,3.61,0.76,54,Site-C,25.0
2026-05-29 07:27:44,4.19,0.89,54,Site-A,31.0
2026-05-29 07:42:44,3.28,1.05,60,Site-B,23.2
2026-05-29 07:57:44,3.74,1.24,62,Site-C,29.3
2026-05-29 08:12:44,4.66,2.0,61,Site-B,21.6
2026-05-29 08:27:44,4.04,2.29,59,Site-A,29.5
2026-05-29 08:42:44,4.35,2.18,62,Site-A,21.4
2026-05-29 08:57:44,4.71,2.03,60,Site-C,23.6
2026-05-29 09:12:44,4.65,2.78,66,Site-A,23.3
2026-05-29 09:27:44,4.75,2.82,66,Site-B,28.0
2026-05-29 09:42:44,5.05,2.77,64,Site-B,32.8
2026-05-29 09:57:44,4.65,2.7,67,Site-A,25.3
2026-05-29 10:12:44,5.44,3.53,68,Site-A,23.2
2026-05-29 10:27:44,5.73,3.47,61,Site-B,26.9
2026-05-29 10:42:44,5.43,3.26,65,Site-C,25.9
2026-05-29 10:57:44,5.29,3.48,64,Site-C,33.6
2026-05-29 11:12:44,6.25,3.74,66,Site-C,33.7
2026-05-29 11:27:44,5.31,4.1,70,Site-B,24.6
2026-05-29 11:42:44,5.33,3.78,69,Site-B,20.8
2026-05-29 11:57:44,5.53,3.55,68,Site-B,20.1
2026-05-29 12:12:44,4.9,4.39,71,Site-B,25.6
2026-05-29 12:27:44,5.71,4.19,69,Site-C,28.3
2026-05-29 12:42:44,5.73,3.75,68,Site-A,27.0
2026-05-29 12:57:44,5.05,4.11,69,Site-A,31.2
2026-05-29 13:12:44,5.52,4.04,71,Site-C,28.1
2026-05-29 13:27:44,5.43,3.91,71,Site-B,21.5
2026-05-29 13:42:44,5.75,3.39,65,Site-B,26.2
2026-05-29 13:57:44,5.25,3.97,72,Site-A,30.3
2026-05-29 14:12:44,4.92,3.7,75,Site-B,34.7
2026-05-29 14:27:44,5.89,3.29,65,Site-A,29.9
2026-05-29 14:42:44,4.85,3.25,64,Site-B,24.4
2026-05-29 14:57:44,5.59,3.41,66,Site-C,34.2
2026-05-29 15:12:44,4.71,2.94,67,Site-A,28.1
2026-05-29 15:27:44,4.65,3.01,65,Site-C,22.2
2026-05-29 15:42:44,4.94,2.7,64,Site-A,22.0
2026-05-29 15:57:44,5.07,3.1,62,Site-C,23.8
2026-05-29 16:12:44,4.06,1.94,60,Site-A,24.8
2026-05-29 16:27:44,4.12,2.13,64,Site-B,28.2
2026-05-29 16:42:44,4.44,2.04,59,Site-B,27.1
2026-05-29 16:57:44,4.0,1.94,62,Site-A,28.2
2026-05-29 17:12:44,3.33,1.23,61,Site-C,24.3
2026-05-29 17:27:44,3.95,1.05,56,Site-C,34.8
2026-05-29 17:42:44,3.91,0.69,61,Site-A,29.2
2026-05-29 17:57:44,3.8,1.06,57,Site-B,33.9
2026-05-29 18:12:44,2.79,0.33,54,Site-B,33.1
2026-05-29 18:27:44,2.66,0.11,54,Site-A,21.7
2026-05-29 18:42:44,2.5,0.41,55,Site-B,22.3
2026-05-29 18:57:44,3.06,0.0,51,Site-B,34.4
2026-05-29 19:12:44,2.42,0.0,54,Site-A,32.2
2026-05-29 19:27:44,2.46,0.0,53,Site-A,21.2
2026-05-29 19:42:44,2.47,0.0,54,Site-A,26.5
2026-05-29 19:57:44,2.28,0.0,56,Site-A,31.4
2026-05-29 20:12:44,2.07,0.0,57,Site-A,33.4
2026-05-29 20:27:44,1.37,0.0,57,Site-B,30.4
2026-05-29 20:42:44,1.87,0.0,54,Site-A,29.7
2026-05-29 20:57:44,1.87,0.0,54,Site-A,26.7
2026-05-29 21:12:44,2.02,0.0,57,Site-C,27.6
2026-05-29 21:27:44,0.96,0.0,58,Site-B,28.8
2026-05-29 21:42:44,1.09,0.0,55,Site-C,27.5
2026-05-29 21:57:44,1.28,0.0,59,Site-B,21.7
2026-05-29 22:12:44,0.68,0.0,61,Site-C,29.6
2026-05-29 22:27:44,0.9,0.0,57,Site-A,22.9
2026-05-29 22:42:44,1.05,0.0,58,Site-A,23.4
2026-05-29 22:57:44,1.12,0.0,56,Site-C,29.3
2026-05-29 23:12:44,0.56,0.0,57,Site-C,23.0
2026-05-29 23:27:44,0.5,0.0,62,Site-A,22.8
2026-05-29 23:42:44,0.86,0.0,54,Site-A,20.9
2026-05-29 23:57:44,0.67,0.0,58,Site-B,26.3
2026-05-30 00:12:44,0.5,0.0,63,Site-B,34.8
2026-05-30 00:27:44,0.5,0.0,58,Site-B,28.0
2026-05-30 00:42:44,0.5,0.0,59,Site-A,29.0
2026-05-30 00:57:44,0.5,0.0,59,Site-C,20.6
2026-05-30 01:12:44,0.82,0.0,59,Site-B,31.8
2026-05-30 01:27:44,0.5,0.0,55,Site-B,32.4
2026-05-30 01:42:44,0.56,0.0,57,Site-A,34.5
2026-05-30 01:57:44,0.5,0.0,56,Site-B,22.1
2026-05-30 02:12:44,0.65,0.0,59,Site-A,23.2
2026-05-30 02:27:44,0.89,0.0,58,Site-A,24.8
2026-05-30 02:42:44,0.61,0.0,58,Site-B,27.7
2026-05-30 02:57:44,1.18,0.0,58,Site-C,30.9
2026-05-30 03:12:44,0.66,0.0,58,Site-C,26.4
2026-05-30 03:27:44,0.98,0.0,57,Site-A,28.0
2026-05-30 03:42:44,1.64,0.0,58,Site-A,28.6
2026-05-30 03:57:44,1.51,0.0,56,Site-B,22.4
2026-05-30 04:12:44,1.88,0.0,59,Site-B,24.3
2026-05-30 04:27:44,1.44,0.0,54,Site-C,32.2
2026-05-30 04:42:44,2.01,0.0,56,Site-A,31.3
2026-05-30 04:57:44,1.98,0.0,53,Site-B,21.2
2026-05-30 05:12:44,2.65,0.0,53,Site-A,23.9
2026-05-30 05:27:44,2.71,0.0,55,Site-A,26.3
2026-05-30 05:42:44,2.23,0.0,54,Site-A,22.1
2026-05-30 05:57:44,2.8,0.0,53,Site-B,31.7
2026-05-30 06:12:44,3.27,0.0,55,Site-C,34.1
2026-05-30 06:27:44,3.15,0.0,48,Site-C,22.8
2026-05-30 06:42:44,2.81,0.0,55,Site-B,23.7
2026-05-30 06:57:44,3.24,0.0,53,Site-A,31.7
2026-05-30 07:12:44,3.6,1.19,58,Site-C,32.0
2026-05-30 07:27:44,4.01,1.02,58,Site-C,28.9
2026-05-30 07:42:44,3.94,1.29,57,Site-C,27.9
2026-05-30 07:57:44,3.58,0.98,55,Site-A,20.9
2026-05-30 08:12:44,4.54,2.23,63,Site-C,22.5
2026-05-30 08:27:44,3.99,1.84,61,Site-C,28.3
2026-05-30 08:42:44,4.81,1.89,62,Site-A,26.1
2026-05-30 08:57:44,4.21,2.25,63,Site-A,26.1
2026-05-30 09:12:44,4.37,2.74,63,Site-A,20.8
2026-05-30 09:27:44,4.49,2.84,67,Site-A,27.3
2026-05-30 09:42:44,4.31,2.79,67,Site-A,27.4
2026-05-30 09:57:44,4.8,2.99,66,Site-B,26.5
2026-05-30 10:12:44,5.42,3.24,66,Site-C,34.8
2026-05-30 10:27:44,5.12,3.53,68,Site-C,28.6
2026-05-30 10:42:44,5.14,3.31,65,Site-A,26.0
2026-05-30 10:57:44,5.12,3.39,65,Site-A,33.2
2026-05-30 11:12:44,4.86,3.87,67,Site-B,22.5
2026-05-30 11:27:44,4.96,3.77,64,Site-A,29.7
2026-05-30 11:42:44,5.56,3.97,69,Site-B,34.1
2026-05-30 11:57:44,5.18,3.83,68,Site-C,22.4
2026-05-30 12:12:44,5.9,4.13,70,Site-A,33.3
2026-05-30 12:27:44,5.52,4.26,76,Site-C,32.5
2026-05-30 12:42:44,5.45,4.09,68,Site-C,32.0
2026-05-30 12:57:44,5.38,4.12,69,Site-C,34.7
2026-05-30 13:12:44,5.0,3.71,69,Site-C,22.0
2026-05-30 13:27:44,5.85,4.01,67,Site-C,24.9
2026-05-30 13:42:44,4.49,3.88,66,Site-C,30.8
2026-05-30 13:57:44,4.73,3.59,69,Site-A,25.3
2026-05-30 14:12:44,4.82,3.68,66,Site-B,29.4
2026-05-30 14:27:44,5.49,3.6,65,Site-B,22.5
2026-05-30 14:42:44,4.98,3.64,70,Site-B,32.7
2026-05-30 14:57:44,4.85,3.35,62,Site-A,24.2
2026-05-30 15:12:44,5.0,2.8,64,Site-B,30.2
2026-05-30 15:27:44,5.09,2.87,64,Site-B,28.4
2026-05-30 15:42:44,4.7,3.05,70,Site-B,22.7
2026-05-30 15:57:44,4.52,2.76,66,Site-C,21.9
2026-05-30 16:12:44,4.67,2.06,59,Site-C,21.0
2026-05-30 16:27:44,4.33,1.81,61,Site-B,33.9
2026-05-30 16:42:44,4.58,1.95,62,Site-A,23.4
2026-05-30 16:57:44,4.04,2.13,60,Site-C,31.5
2026-05-30 17:12:44,3.29,1.18,60,Site-C,29.4
2026-05-30 17:27:44,3.51,1.17,61,Site-B,25.4
2026-05-30 17:42:44,3.24,1.24,61,Site-A,24.9
2026-05-30 17:57:44,3.77,0.83,61,Site-C,23.7
2026-05-30 18:12:44,2.72,0.39,57,Site-A,21.1
2026-05-30 18:27:44,3.29,0.12,54,Site-C,33.1
2026-05-30 18:42:44,2.91,0.0,52,Site-B,30.7
2026-05-30 18:57:44,2.87,0.44,55,Site-A,21.0
2026-05-30 19:12:44,1.54,0.0,55,Site-B,29.5
2026-05-30 19:27:44,1.75,0.0,55,Site-B,22.5
2026-05-30 19:42:44,2.12,0.0,58,Site-A,30.7
2026-05-30 19:57:44,2.32,0.0,55,Site-B,24.4
2026-05-30 20:12:44,1.38,0.0,56,Site-B,28.2
2026-05-30 20:27:44,1.65,0.0,54,Site-A,32.8
2026-05-30 20:42:44,1.7,0.0,55,Site-C,23.5
2026-05-30 20:57:44,2.06,0.0,54,Site-A,21.8
2026-05-30 21:12:44,1.15,0.0,52,Site-B,32.6
2026-05-30 21:27:44,1.74,0.0,58,Site-C,28.0
2026-05-30 21:42:44,1.28,0.0,59,Site-B,23.1
2026-05-30 21:57:44,1.61,0.0,55,Site-B,27.2
2026-05-30 22:12:44,1.23,0.0,57,Site-B,34.2
2026-05-30 22:27:44,0.52,0.0,56,Site-A,31.5
2026-05-30 22:42:44,0.91,0.0,58,Site-B,26.5
2026-05-30 22:57:44,0.6,0.0,57,Site-B,27.7
2026-05-30 23:12:44,0.5,0.0,54,Site-A,24.6
2026-05-30 23:27:44,0.93,0.0,60,Site-C,25.9
2026-05-30 23:42:44,0.58,0.0,62,Site-C,31.2
2026-05-30 23:57:44,0.61,0.0,58,Site-C,30.1
2026-05-31 00:12:44,0.74,0.0,61,Site-B,30.2
2026-05-31 00:27:44,0.95,0.0,56,Site-C,33.5
2026-05-31 00:42:44,0.5,0.0,61,Site-B,24.7
2026-05-31 00:57:44,0.58,0.0,59,Site-A,34.6
2026-05-31 01:12:44,0.63,0.0,60,Site-C,32.6
2026-05-31 01:27:44,1.29,0.0,57,Site-A,30.6
2026-05-31 01:42:44,0.5,0.0,63,Site-C,33.4
2026-05-31 01:57:44,0.92,0.0,59,Site-C,30.3
2026-05-31 02:12:44,1.05,0.0,57,Site-B,34.0
2026-05-31 02:27:44,0.95,0.0,61,Site-C,34.4
2026-05-31 02:42:44,0.62,0.0,57,Site-C,24.3
2026-05-31 02:57:44,1.07,0.0,59,Site-A,20.1
2026-05-31 03:12:44,0.72,0.0,58,Site-B,26.2
2026-05-31 03:27:44,1.12,0.0,58,Site-B,22.1
2026-05-31 03:42:44,1.19,0.0,58,Site-B,29.5
2026-05-31 03:57:44,1.14,0.0,57,Site-B,34.0
2026-05-31 04:12:44,1.49,0.0,55,Site-A,28.7
2026-05-31 04:27:44,1.9,0.0,57,Site-C,29.9
2026-05-31 04:42:44,2.04,0.0,55,Site-B,24.0
2026-05-31 04:57:44,1.81,0.0,54,Site-C,28.5
2026-05-31 05:12:44,2.69,0.0,52,Site-A,29.3
2026-05-31 05:27:44,2.46,0.0,53,Site-B,24.7
2026-05-31 05:42:44,2.22,0.0,57,Site-C,27.9
2026-05-31 05:57:44,3.07,0.0,54,Site-C,25.9
2026-05-31 06:12:44,3.33,0.0,52,Site-C,24.8
2026-05-31 06:27:44,3.07,0.13,55,Site-A,23.8
2026-05-31 06:42:44,3.29,0.07,52,Site-C,29.1
2026-05-31 06:57:44,3.15,0.0,53,Site-A,25.3
2026-05-31 07:12:44,3.77,1.36,60,Site-C,24.4
2026-05-31 07:27:44,3.58,0.99,57,Site-C,34.3
2026-05-31 07:42:44,3.69,0.9,57,Site-B,34.4
2026-05-31 07:57:44,3.92,1.37,60,Site-A,28.0
2026-05-31 08:12:44,4.5,2.04,62,Site-C,21.4
2026-05-31 08:27:44,4.5,1.93,60,Site-B,28.5
2026-05-31 08:42:44,4.12,1.4,62,Site-B,21.5
2026-05-31 08:57:44,4.36,1.99,59,Site-C,25.8
2026-05-31 09:12:44,5.22,2.73,62,Site-C,31.3
2026-05-31 09:27:44,4.99,3.06,65,Site-C,24.7
2026-05-31 09:42:44,4.29,2.94,69,Site-C,27.1
2026-05-31 09:57:44,4.76,2.72,63,Site-A,34.4
2026-05-31 10:12:44,5.27,3.46,66,Site-A,20.6
2026-05-31 10:27:44,5.63,3.42,69,Site-B,34.9
2026-05-31 10:42:44,5.36,3.2,60,Site-B,22.6
2026-05-31 10:57:44,5.2,3.49,65,Site-C,28.1
2026-05-31 11:12:44,4.95,3.77,71,Site-C,20.9
2026-05-31 11:27:44,5.07,4.24,72,Site-B,27.4
2026-05-31 11:42:44,5.66,4.09,68,Site-C,25.0
2026-05-31 11:57:44,5.54,3.8,66,Site-B,24.0
2026-05-31 12:12:44,5.36,4.38,72,Site-C,28.1
2026-05-31 12:27:44,5.54,3.88,67,Site-A,28.1
2026-05-31 12:42:44,5.84,3.85,64,Site-C,20.2
2026-05-31 12:57:44,5.48,3.88,68,Site-B,21.8
2026-05-31 13:12:44,5.32,4.24,69,Site-A,31.5
2026-05-31 13:27:44,5.62,3.87,64,Site-C,34.5
2026-05-31 13:42:44,5.43,3.79,64,Site-C,25.9
2026-05-31 13:57:44,5.51,3.92,70,Site-C,33.0
2026-05-31 14:12:44,5.54,3.16,66,Site-B,20.1
2026-05-31 14:27:44,4.62,3.52,65,Site-B,20.9
2026-05-31 14:42:44,4.98,3.33,65,Site-C,25.4
2026-05-31 14:57:44,5.75,3.5,65,Site-C,34.0
